datekey|data|ano|mes|trimestre|inicio_semana|range_semana|ano_mes|mes_ano|numero_semana|ano_mes_semana|dia_da_semana|dia_da_semana_completo|mes_texto|mes_texto_completo
608|2020-08-31 00:00:00|2,020|8|3|2020-08-31 00:00:00|(31/08 A 06/09)|2020/08|08/2020|5|2020/08 5|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
609|2020-09-01 00:00:00|2,020|9|3|2020-08-31 00:00:00|(31/08 A 06/09)|2020/09|09/2020|5|2020/08 5|TER|TERÇA-FEIRA|SET|SETEMBRO
610|2020-09-02 00:00:00|2,020|9|3|2020-08-31 00:00:00|(31/08 A 06/09)|2020/09|09/2020|5|2020/08 5|QUA|QUARTA-FEIRA|SET|SETEMBRO
611|2020-09-03 00:00:00|2,020|9|3|2020-08-31 00:00:00|(31/08 A 06/09)|2020/09|09/2020|5|2020/08 5|QUI|QUINTA-FEIRA|SET|SETEMBRO
612|2020-09-04 00:00:00|2,020|9|3|2020-08-31 00:00:00|(31/08 A 06/09)|2020/09|09/2020|5|2020/08 5|SEX|SEXTA-FEIRA|SET|SETEMBRO
613|2020-09-05 00:00:00|2,020|9|3|2020-08-31 00:00:00|(31/08 A 06/09)|2020/09|09/2020|5|2020/08 5|SAB|SÁBADO|SET|SETEMBRO
614|2020-09-06 00:00:00|2,020|9|3|2020-08-31 00:00:00|(31/08 A 06/09)|2020/09|09/2020|5|2020/08 5|DOM|DOMINGO|SET|SETEMBRO
615|2020-09-07 00:00:00|2,020|9|3|2020-09-07 00:00:00|(07/09 A 13/09)|2020/09|09/2020|1|2020/09 1|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
616|2020-09-08 00:00:00|2,020|9|3|2020-09-07 00:00:00|(07/09 A 13/09)|2020/09|09/2020|1|2020/09 1|TER|TERÇA-FEIRA|SET|SETEMBRO
617|2020-09-09 00:00:00|2,020|9|3|2020-09-07 00:00:00|(07/09 A 13/09)|2020/09|09/2020|1|2020/09 1|QUA|QUARTA-FEIRA|SET|SETEMBRO
618|2020-09-10 00:00:00|2,020|9|3|2020-09-07 00:00:00|(07/09 A 13/09)|2020/09|09/2020|1|2020/09 1|QUI|QUINTA-FEIRA|SET|SETEMBRO
619|2020-09-11 00:00:00|2,020|9|3|2020-09-07 00:00:00|(07/09 A 13/09)|2020/09|09/2020|1|2020/09 1|SEX|SEXTA-FEIRA|SET|SETEMBRO
620|2020-09-12 00:00:00|2,020|9|3|2020-09-07 00:00:00|(07/09 A 13/09)|2020/09|09/2020|1|2020/09 1|SAB|SÁBADO|SET|SETEMBRO
621|2020-09-13 00:00:00|2,020|9|3|2020-09-07 00:00:00|(07/09 A 13/09)|2020/09|09/2020|1|2020/09 1|DOM|DOMINGO|SET|SETEMBRO
622|2020-09-14 00:00:00|2,020|9|3|2020-09-14 00:00:00|(14/09 A 20/09)|2020/09|09/2020|2|2020/09 2|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
623|2020-09-15 00:00:00|2,020|9|3|2020-09-14 00:00:00|(14/09 A 20/09)|2020/09|09/2020|2|2020/09 2|TER|TERÇA-FEIRA|SET|SETEMBRO
624|2020-09-16 00:00:00|2,020|9|3|2020-09-14 00:00:00|(14/09 A 20/09)|2020/09|09/2020|2|2020/09 2|QUA|QUARTA-FEIRA|SET|SETEMBRO
625|2020-09-17 00:00:00|2,020|9|3|2020-09-14 00:00:00|(14/09 A 20/09)|2020/09|09/2020|2|2020/09 2|QUI|QUINTA-FEIRA|SET|SETEMBRO
626|2020-09-18 00:00:00|2,020|9|3|2020-09-14 00:00:00|(14/09 A 20/09)|2020/09|09/2020|2|2020/09 2|SEX|SEXTA-FEIRA|SET|SETEMBRO
627|2020-09-19 00:00:00|2,020|9|3|2020-09-14 00:00:00|(14/09 A 20/09)|2020/09|09/2020|2|2020/09 2|SAB|SÁBADO|SET|SETEMBRO
628|2020-09-20 00:00:00|2,020|9|3|2020-09-14 00:00:00|(14/09 A 20/09)|2020/09|09/2020|2|2020/09 2|DOM|DOMINGO|SET|SETEMBRO
629|2020-09-21 00:00:00|2,020|9|3|2020-09-21 00:00:00|(21/09 A 27/09)|2020/09|09/2020|3|2020/09 3|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
630|2020-09-22 00:00:00|2,020|9|3|2020-09-21 00:00:00|(21/09 A 27/09)|2020/09|09/2020|3|2020/09 3|TER|TERÇA-FEIRA|SET|SETEMBRO
631|2020-09-23 00:00:00|2,020|9|3|2020-09-21 00:00:00|(21/09 A 27/09)|2020/09|09/2020|3|2020/09 3|QUA|QUARTA-FEIRA|SET|SETEMBRO
632|2020-09-24 00:00:00|2,020|9|3|2020-09-21 00:00:00|(21/09 A 27/09)|2020/09|09/2020|3|2020/09 3|QUI|QUINTA-FEIRA|SET|SETEMBRO
633|2020-09-25 00:00:00|2,020|9|3|2020-09-21 00:00:00|(21/09 A 27/09)|2020/09|09/2020|3|2020/09 3|SEX|SEXTA-FEIRA|SET|SETEMBRO
634|2020-09-26 00:00:00|2,020|9|3|2020-09-21 00:00:00|(21/09 A 27/09)|2020/09|09/2020|3|2020/09 3|SAB|SÁBADO|SET|SETEMBRO
635|2020-09-27 00:00:00|2,020|9|3|2020-09-21 00:00:00|(21/09 A 27/09)|2020/09|09/2020|3|2020/09 3|DOM|DOMINGO|SET|SETEMBRO
636|2020-09-28 00:00:00|2,020|9|3|2020-09-28 00:00:00|(28/09 A 04/10)|2020/09|09/2020|4|2020/09 4|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
637|2020-09-29 00:00:00|2,020|9|3|2020-09-28 00:00:00|(28/09 A 04/10)|2020/09|09/2020|4|2020/09 4|TER|TERÇA-FEIRA|SET|SETEMBRO
638|2020-09-30 00:00:00|2,020|9|3|2020-09-28 00:00:00|(28/09 A 04/10)|2020/09|09/2020|4|2020/09 4|QUA|QUARTA-FEIRA|SET|SETEMBRO
639|2020-10-01 00:00:00|2,020|10|4|2020-09-28 00:00:00|(28/09 A 04/10)|2020/10|10/2020|4|2020/09 4|QUI|QUINTA-FEIRA|OUT|OUTUBRO
640|2020-10-02 00:00:00|2,020|10|4|2020-09-28 00:00:00|(28/09 A 04/10)|2020/10|10/2020|4|2020/09 4|SEX|SEXTA-FEIRA|OUT|OUTUBRO
641|2020-10-03 00:00:00|2,020|10|4|2020-09-28 00:00:00|(28/09 A 04/10)|2020/10|10/2020|4|2020/09 4|SAB|SÁBADO|OUT|OUTUBRO
642|2020-10-04 00:00:00|2,020|10|4|2020-09-28 00:00:00|(28/09 A 04/10)|2020/10|10/2020|4|2020/09 4|DOM|DOMINGO|OUT|OUTUBRO
643|2020-10-05 00:00:00|2,020|10|4|2020-10-05 00:00:00|(05/10 A 11/10)|2020/10|10/2020|1|2020/10 1|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
644|2020-10-06 00:00:00|2,020|10|4|2020-10-05 00:00:00|(05/10 A 11/10)|2020/10|10/2020|1|2020/10 1|TER|TERÇA-FEIRA|OUT|OUTUBRO
645|2020-10-07 00:00:00|2,020|10|4|2020-10-05 00:00:00|(05/10 A 11/10)|2020/10|10/2020|1|2020/10 1|QUA|QUARTA-FEIRA|OUT|OUTUBRO
646|2020-10-08 00:00:00|2,020|10|4|2020-10-05 00:00:00|(05/10 A 11/10)|2020/10|10/2020|1|2020/10 1|QUI|QUINTA-FEIRA|OUT|OUTUBRO
647|2020-10-09 00:00:00|2,020|10|4|2020-10-05 00:00:00|(05/10 A 11/10)|2020/10|10/2020|1|2020/10 1|SEX|SEXTA-FEIRA|OUT|OUTUBRO
648|2020-10-10 00:00:00|2,020|10|4|2020-10-05 00:00:00|(05/10 A 11/10)|2020/10|10/2020|1|2020/10 1|SAB|SÁBADO|OUT|OUTUBRO
649|2020-10-11 00:00:00|2,020|10|4|2020-10-05 00:00:00|(05/10 A 11/10)|2020/10|10/2020|1|2020/10 1|DOM|DOMINGO|OUT|OUTUBRO
650|2020-10-12 00:00:00|2,020|10|4|2020-10-12 00:00:00|(12/10 A 18/10)|2020/10|10/2020|2|2020/10 2|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
651|2020-10-13 00:00:00|2,020|10|4|2020-10-12 00:00:00|(12/10 A 18/10)|2020/10|10/2020|2|2020/10 2|TER|TERÇA-FEIRA|OUT|OUTUBRO
652|2020-10-14 00:00:00|2,020|10|4|2020-10-12 00:00:00|(12/10 A 18/10)|2020/10|10/2020|2|2020/10 2|QUA|QUARTA-FEIRA|OUT|OUTUBRO
653|2020-10-15 00:00:00|2,020|10|4|2020-10-12 00:00:00|(12/10 A 18/10)|2020/10|10/2020|2|2020/10 2|QUI|QUINTA-FEIRA|OUT|OUTUBRO
654|2020-10-16 00:00:00|2,020|10|4|2020-10-12 00:00:00|(12/10 A 18/10)|2020/10|10/2020|2|2020/10 2|SEX|SEXTA-FEIRA|OUT|OUTUBRO
655|2020-10-17 00:00:00|2,020|10|4|2020-10-12 00:00:00|(12/10 A 18/10)|2020/10|10/2020|2|2020/10 2|SAB|SÁBADO|OUT|OUTUBRO
656|2020-10-18 00:00:00|2,020|10|4|2020-10-12 00:00:00|(12/10 A 18/10)|2020/10|10/2020|2|2020/10 2|DOM|DOMINGO|OUT|OUTUBRO
657|2020-10-19 00:00:00|2,020|10|4|2020-10-19 00:00:00|(19/10 A 25/10)|2020/10|10/2020|3|2020/10 3|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
658|2020-10-20 00:00:00|2,020|10|4|2020-10-19 00:00:00|(19/10 A 25/10)|2020/10|10/2020|3|2020/10 3|TER|TERÇA-FEIRA|OUT|OUTUBRO
659|2020-10-21 00:00:00|2,020|10|4|2020-10-19 00:00:00|(19/10 A 25/10)|2020/10|10/2020|3|2020/10 3|QUA|QUARTA-FEIRA|OUT|OUTUBRO
660|2020-10-22 00:00:00|2,020|10|4|2020-10-19 00:00:00|(19/10 A 25/10)|2020/10|10/2020|3|2020/10 3|QUI|QUINTA-FEIRA|OUT|OUTUBRO
661|2020-10-23 00:00:00|2,020|10|4|2020-10-19 00:00:00|(19/10 A 25/10)|2020/10|10/2020|3|2020/10 3|SEX|SEXTA-FEIRA|OUT|OUTUBRO
662|2020-10-24 00:00:00|2,020|10|4|2020-10-19 00:00:00|(19/10 A 25/10)|2020/10|10/2020|3|2020/10 3|SAB|SÁBADO|OUT|OUTUBRO
663|2020-10-25 00:00:00|2,020|10|4|2020-10-19 00:00:00|(19/10 A 25/10)|2020/10|10/2020|3|2020/10 3|DOM|DOMINGO|OUT|OUTUBRO
664|2020-10-26 00:00:00|2,020|10|4|2020-10-26 00:00:00|(26/10 A 01/11)|2020/10|10/2020|4|2020/10 4|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
665|2020-10-27 00:00:00|2,020|10|4|2020-10-26 00:00:00|(26/10 A 01/11)|2020/10|10/2020|4|2020/10 4|TER|TERÇA-FEIRA|OUT|OUTUBRO
666|2020-10-28 00:00:00|2,020|10|4|2020-10-26 00:00:00|(26/10 A 01/11)|2020/10|10/2020|4|2020/10 4|QUA|QUARTA-FEIRA|OUT|OUTUBRO
667|2020-10-29 00:00:00|2,020|10|4|2020-10-26 00:00:00|(26/10 A 01/11)|2020/10|10/2020|4|2020/10 4|QUI|QUINTA-FEIRA|OUT|OUTUBRO
668|2020-10-30 00:00:00|2,020|10|4|2020-10-26 00:00:00|(26/10 A 01/11)|2020/10|10/2020|4|2020/10 4|SEX|SEXTA-FEIRA|OUT|OUTUBRO
669|2020-10-31 00:00:00|2,020|10|4|2020-10-26 00:00:00|(26/10 A 01/11)|2020/10|10/2020|4|2020/10 4|SAB|SÁBADO|OUT|OUTUBRO
670|2020-11-01 00:00:00|2,020|11|4|2020-10-26 00:00:00|(26/10 A 01/11)|2020/11|11/2020|4|2020/10 4|DOM|DOMINGO|NOV|NOVEMBRO
671|2020-11-02 00:00:00|2,020|11|4|2020-11-02 00:00:00|(02/11 A 08/11)|2020/11|11/2020|1|2020/11 1|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
672|2020-11-03 00:00:00|2,020|11|4|2020-11-02 00:00:00|(02/11 A 08/11)|2020/11|11/2020|1|2020/11 1|TER|TERÇA-FEIRA|NOV|NOVEMBRO
673|2020-11-04 00:00:00|2,020|11|4|2020-11-02 00:00:00|(02/11 A 08/11)|2020/11|11/2020|1|2020/11 1|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
674|2020-11-05 00:00:00|2,020|11|4|2020-11-02 00:00:00|(02/11 A 08/11)|2020/11|11/2020|1|2020/11 1|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
675|2020-11-06 00:00:00|2,020|11|4|2020-11-02 00:00:00|(02/11 A 08/11)|2020/11|11/2020|1|2020/11 1|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
676|2020-11-07 00:00:00|2,020|11|4|2020-11-02 00:00:00|(02/11 A 08/11)|2020/11|11/2020|1|2020/11 1|SAB|SÁBADO|NOV|NOVEMBRO
677|2020-11-08 00:00:00|2,020|11|4|2020-11-02 00:00:00|(02/11 A 08/11)|2020/11|11/2020|1|2020/11 1|DOM|DOMINGO|NOV|NOVEMBRO
678|2020-11-09 00:00:00|2,020|11|4|2020-11-09 00:00:00|(09/11 A 15/11)|2020/11|11/2020|2|2020/11 2|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
679|2020-11-10 00:00:00|2,020|11|4|2020-11-09 00:00:00|(09/11 A 15/11)|2020/11|11/2020|2|2020/11 2|TER|TERÇA-FEIRA|NOV|NOVEMBRO
680|2020-11-11 00:00:00|2,020|11|4|2020-11-09 00:00:00|(09/11 A 15/11)|2020/11|11/2020|2|2020/11 2|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
681|2020-11-12 00:00:00|2,020|11|4|2020-11-09 00:00:00|(09/11 A 15/11)|2020/11|11/2020|2|2020/11 2|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
682|2020-11-13 00:00:00|2,020|11|4|2020-11-09 00:00:00|(09/11 A 15/11)|2020/11|11/2020|2|2020/11 2|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
683|2020-11-14 00:00:00|2,020|11|4|2020-11-09 00:00:00|(09/11 A 15/11)|2020/11|11/2020|2|2020/11 2|SAB|SÁBADO|NOV|NOVEMBRO
684|2020-11-15 00:00:00|2,020|11|4|2020-11-09 00:00:00|(09/11 A 15/11)|2020/11|11/2020|2|2020/11 2|DOM|DOMINGO|NOV|NOVEMBRO
685|2020-11-16 00:00:00|2,020|11|4|2020-11-16 00:00:00|(16/11 A 22/11)|2020/11|11/2020|3|2020/11 3|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
686|2020-11-17 00:00:00|2,020|11|4|2020-11-16 00:00:00|(16/11 A 22/11)|2020/11|11/2020|3|2020/11 3|TER|TERÇA-FEIRA|NOV|NOVEMBRO
687|2020-11-18 00:00:00|2,020|11|4|2020-11-16 00:00:00|(16/11 A 22/11)|2020/11|11/2020|3|2020/11 3|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
688|2020-11-19 00:00:00|2,020|11|4|2020-11-16 00:00:00|(16/11 A 22/11)|2020/11|11/2020|3|2020/11 3|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
689|2020-11-20 00:00:00|2,020|11|4|2020-11-16 00:00:00|(16/11 A 22/11)|2020/11|11/2020|3|2020/11 3|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
690|2020-11-21 00:00:00|2,020|11|4|2020-11-16 00:00:00|(16/11 A 22/11)|2020/11|11/2020|3|2020/11 3|SAB|SÁBADO|NOV|NOVEMBRO
691|2020-11-22 00:00:00|2,020|11|4|2020-11-16 00:00:00|(16/11 A 22/11)|2020/11|11/2020|3|2020/11 3|DOM|DOMINGO|NOV|NOVEMBRO
692|2020-11-23 00:00:00|2,020|11|4|2020-11-23 00:00:00|(23/11 A 29/11)|2020/11|11/2020|4|2020/11 4|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
693|2020-11-24 00:00:00|2,020|11|4|2020-11-23 00:00:00|(23/11 A 29/11)|2020/11|11/2020|4|2020/11 4|TER|TERÇA-FEIRA|NOV|NOVEMBRO
694|2020-11-25 00:00:00|2,020|11|4|2020-11-23 00:00:00|(23/11 A 29/11)|2020/11|11/2020|4|2020/11 4|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
695|2020-11-26 00:00:00|2,020|11|4|2020-11-23 00:00:00|(23/11 A 29/11)|2020/11|11/2020|4|2020/11 4|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
696|2020-11-27 00:00:00|2,020|11|4|2020-11-23 00:00:00|(23/11 A 29/11)|2020/11|11/2020|4|2020/11 4|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
697|2020-11-28 00:00:00|2,020|11|4|2020-11-23 00:00:00|(23/11 A 29/11)|2020/11|11/2020|4|2020/11 4|SAB|SÁBADO|NOV|NOVEMBRO
698|2020-11-29 00:00:00|2,020|11|4|2020-11-23 00:00:00|(23/11 A 29/11)|2020/11|11/2020|4|2020/11 4|DOM|DOMINGO|NOV|NOVEMBRO
699|2020-11-30 00:00:00|2,020|11|4|2020-11-30 00:00:00|(30/11 A 06/12)|2020/11|11/2020|5|2020/11 5|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
700|2020-12-01 00:00:00|2,020|12|4|2020-11-30 00:00:00|(30/11 A 06/12)|2020/12|12/2020|5|2020/11 5|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
701|2020-12-02 00:00:00|2,020|12|4|2020-11-30 00:00:00|(30/11 A 06/12)|2020/12|12/2020|5|2020/11 5|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
702|2020-12-03 00:00:00|2,020|12|4|2020-11-30 00:00:00|(30/11 A 06/12)|2020/12|12/2020|5|2020/11 5|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
703|2020-12-04 00:00:00|2,020|12|4|2020-11-30 00:00:00|(30/11 A 06/12)|2020/12|12/2020|5|2020/11 5|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
704|2020-12-05 00:00:00|2,020|12|4|2020-11-30 00:00:00|(30/11 A 06/12)|2020/12|12/2020|5|2020/11 5|SAB|SÁBADO|DEZ|DEZEMBRO
705|2020-12-06 00:00:00|2,020|12|4|2020-11-30 00:00:00|(30/11 A 06/12)|2020/12|12/2020|5|2020/11 5|DOM|DOMINGO|DEZ|DEZEMBRO
706|2020-12-07 00:00:00|2,020|12|4|2020-12-07 00:00:00|(07/12 A 13/12)|2020/12|12/2020|1|2020/12 1|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
707|2020-12-08 00:00:00|2,020|12|4|2020-12-07 00:00:00|(07/12 A 13/12)|2020/12|12/2020|1|2020/12 1|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
708|2020-12-09 00:00:00|2,020|12|4|2020-12-07 00:00:00|(07/12 A 13/12)|2020/12|12/2020|1|2020/12 1|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
709|2020-12-10 00:00:00|2,020|12|4|2020-12-07 00:00:00|(07/12 A 13/12)|2020/12|12/2020|1|2020/12 1|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
710|2020-12-11 00:00:00|2,020|12|4|2020-12-07 00:00:00|(07/12 A 13/12)|2020/12|12/2020|1|2020/12 1|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
711|2020-12-12 00:00:00|2,020|12|4|2020-12-07 00:00:00|(07/12 A 13/12)|2020/12|12/2020|1|2020/12 1|SAB|SÁBADO|DEZ|DEZEMBRO
712|2020-12-13 00:00:00|2,020|12|4|2020-12-07 00:00:00|(07/12 A 13/12)|2020/12|12/2020|1|2020/12 1|DOM|DOMINGO|DEZ|DEZEMBRO
713|2020-12-14 00:00:00|2,020|12|4|2020-12-14 00:00:00|(14/12 A 20/12)|2020/12|12/2020|2|2020/12 2|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
714|2020-12-15 00:00:00|2,020|12|4|2020-12-14 00:00:00|(14/12 A 20/12)|2020/12|12/2020|2|2020/12 2|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
715|2020-12-16 00:00:00|2,020|12|4|2020-12-14 00:00:00|(14/12 A 20/12)|2020/12|12/2020|2|2020/12 2|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
716|2020-12-17 00:00:00|2,020|12|4|2020-12-14 00:00:00|(14/12 A 20/12)|2020/12|12/2020|2|2020/12 2|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
717|2020-12-18 00:00:00|2,020|12|4|2020-12-14 00:00:00|(14/12 A 20/12)|2020/12|12/2020|2|2020/12 2|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
718|2020-12-19 00:00:00|2,020|12|4|2020-12-14 00:00:00|(14/12 A 20/12)|2020/12|12/2020|2|2020/12 2|SAB|SÁBADO|DEZ|DEZEMBRO
719|2020-12-20 00:00:00|2,020|12|4|2020-12-14 00:00:00|(14/12 A 20/12)|2020/12|12/2020|2|2020/12 2|DOM|DOMINGO|DEZ|DEZEMBRO
720|2020-12-21 00:00:00|2,020|12|4|2020-12-21 00:00:00|(21/12 A 27/12)|2020/12|12/2020|3|2020/12 3|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
721|2020-12-22 00:00:00|2,020|12|4|2020-12-21 00:00:00|(21/12 A 27/12)|2020/12|12/2020|3|2020/12 3|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
722|2020-12-23 00:00:00|2,020|12|4|2020-12-21 00:00:00|(21/12 A 27/12)|2020/12|12/2020|3|2020/12 3|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
723|2020-12-24 00:00:00|2,020|12|4|2020-12-21 00:00:00|(21/12 A 27/12)|2020/12|12/2020|3|2020/12 3|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
724|2020-12-25 00:00:00|2,020|12|4|2020-12-21 00:00:00|(21/12 A 27/12)|2020/12|12/2020|3|2020/12 3|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
725|2020-12-26 00:00:00|2,020|12|4|2020-12-21 00:00:00|(21/12 A 27/12)|2020/12|12/2020|3|2020/12 3|SAB|SÁBADO|DEZ|DEZEMBRO
726|2020-12-27 00:00:00|2,020|12|4|2020-12-21 00:00:00|(21/12 A 27/12)|2020/12|12/2020|3|2020/12 3|DOM|DOMINGO|DEZ|DEZEMBRO
727|2020-12-28 00:00:00|2,020|12|4|2020-12-28 00:00:00|(28/12 A 03/01)|2020/12|12/2020|4|2020/12 4|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
728|2020-12-29 00:00:00|2,020|12|4|2020-12-28 00:00:00|(28/12 A 03/01)|2020/12|12/2020|4|2020/12 4|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
729|2020-12-30 00:00:00|2,020|12|4|2020-12-28 00:00:00|(28/12 A 03/01)|2020/12|12/2020|4|2020/12 4|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
730|2020-12-31 00:00:00|2,020|12|4|2020-12-28 00:00:00|(28/12 A 03/01)|2020/12|12/2020|4|2020/12 4|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
731|2021-01-01 00:00:00|2,021|1|1|2020-12-28 00:00:00|(28/12 A 03/01)|2021/01|01/2021|4|2020/12 4|SEX|SEXTA-FEIRA|JAN|JANEIRO
732|2021-01-02 00:00:00|2,021|1|1|2020-12-28 00:00:00|(28/12 A 03/01)|2021/01|01/2021|4|2020/12 4|SAB|SÁBADO|JAN|JANEIRO
733|2021-01-03 00:00:00|2,021|1|1|2020-12-28 00:00:00|(28/12 A 03/01)|2021/01|01/2021|4|2020/12 4|DOM|DOMINGO|JAN|JANEIRO
734|2021-01-04 00:00:00|2,021|1|1|2021-01-04 00:00:00|(04/01 A 10/01)|2021/01|01/2021|1|2021/01 1|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
735|2021-01-05 00:00:00|2,021|1|1|2021-01-04 00:00:00|(04/01 A 10/01)|2021/01|01/2021|1|2021/01 1|TER|TERÇA-FEIRA|JAN|JANEIRO
736|2021-01-06 00:00:00|2,021|1|1|2021-01-04 00:00:00|(04/01 A 10/01)|2021/01|01/2021|1|2021/01 1|QUA|QUARTA-FEIRA|JAN|JANEIRO
737|2021-01-07 00:00:00|2,021|1|1|2021-01-04 00:00:00|(04/01 A 10/01)|2021/01|01/2021|1|2021/01 1|QUI|QUINTA-FEIRA|JAN|JANEIRO
738|2021-01-08 00:00:00|2,021|1|1|2021-01-04 00:00:00|(04/01 A 10/01)|2021/01|01/2021|1|2021/01 1|SEX|SEXTA-FEIRA|JAN|JANEIRO
739|2021-01-09 00:00:00|2,021|1|1|2021-01-04 00:00:00|(04/01 A 10/01)|2021/01|01/2021|1|2021/01 1|SAB|SÁBADO|JAN|JANEIRO
740|2021-01-10 00:00:00|2,021|1|1|2021-01-04 00:00:00|(04/01 A 10/01)|2021/01|01/2021|1|2021/01 1|DOM|DOMINGO|JAN|JANEIRO
741|2021-01-11 00:00:00|2,021|1|1|2021-01-11 00:00:00|(11/01 A 17/01)|2021/01|01/2021|2|2021/01 2|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
742|2021-01-12 00:00:00|2,021|1|1|2021-01-11 00:00:00|(11/01 A 17/01)|2021/01|01/2021|2|2021/01 2|TER|TERÇA-FEIRA|JAN|JANEIRO
743|2021-01-13 00:00:00|2,021|1|1|2021-01-11 00:00:00|(11/01 A 17/01)|2021/01|01/2021|2|2021/01 2|QUA|QUARTA-FEIRA|JAN|JANEIRO
744|2021-01-14 00:00:00|2,021|1|1|2021-01-11 00:00:00|(11/01 A 17/01)|2021/01|01/2021|2|2021/01 2|QUI|QUINTA-FEIRA|JAN|JANEIRO
745|2021-01-15 00:00:00|2,021|1|1|2021-01-11 00:00:00|(11/01 A 17/01)|2021/01|01/2021|2|2021/01 2|SEX|SEXTA-FEIRA|JAN|JANEIRO
746|2021-01-16 00:00:00|2,021|1|1|2021-01-11 00:00:00|(11/01 A 17/01)|2021/01|01/2021|2|2021/01 2|SAB|SÁBADO|JAN|JANEIRO
747|2021-01-17 00:00:00|2,021|1|1|2021-01-11 00:00:00|(11/01 A 17/01)|2021/01|01/2021|2|2021/01 2|DOM|DOMINGO|JAN|JANEIRO
748|2021-01-18 00:00:00|2,021|1|1|2021-01-18 00:00:00|(18/01 A 24/01)|2021/01|01/2021|3|2021/01 3|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
749|2021-01-19 00:00:00|2,021|1|1|2021-01-18 00:00:00|(18/01 A 24/01)|2021/01|01/2021|3|2021/01 3|TER|TERÇA-FEIRA|JAN|JANEIRO
750|2021-01-20 00:00:00|2,021|1|1|2021-01-18 00:00:00|(18/01 A 24/01)|2021/01|01/2021|3|2021/01 3|QUA|QUARTA-FEIRA|JAN|JANEIRO
751|2021-01-21 00:00:00|2,021|1|1|2021-01-18 00:00:00|(18/01 A 24/01)|2021/01|01/2021|3|2021/01 3|QUI|QUINTA-FEIRA|JAN|JANEIRO
752|2021-01-22 00:00:00|2,021|1|1|2021-01-18 00:00:00|(18/01 A 24/01)|2021/01|01/2021|3|2021/01 3|SEX|SEXTA-FEIRA|JAN|JANEIRO
753|2021-01-23 00:00:00|2,021|1|1|2021-01-18 00:00:00|(18/01 A 24/01)|2021/01|01/2021|3|2021/01 3|SAB|SÁBADO|JAN|JANEIRO
754|2021-01-24 00:00:00|2,021|1|1|2021-01-18 00:00:00|(18/01 A 24/01)|2021/01|01/2021|3|2021/01 3|DOM|DOMINGO|JAN|JANEIRO
755|2021-01-25 00:00:00|2,021|1|1|2021-01-25 00:00:00|(25/01 A 31/01)|2021/01|01/2021|4|2021/01 4|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
